분류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,구글코드
코스닥,미래컴퍼니,049950,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준홍,http://www.meerecompany.com,경기도,KOSDAQ:049950
코스닥,아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",2005-01-03,12월,박우진,http://www.icraft21.com,서울특별시,KOSDAQ:052460
코스닥,메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,구우진,http://corp.megastudy.net,서울특별시,KOSDAQ:072870
코스닥,케이에스피,073010,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품",2004-12-17,12월,류흥목,http://www.kspvalve.com,부산광역시,KOSDAQ:073010
코스닥,KG모빌리언스,046440,소프트웨어 개발 및 공급업,유무선전화결제서비스,2004-12-14,12월,권오흠(단독 대표이사),http://www.mobilians.co.kr,경기도,KOSDAQ:046440
코스닥,대주전자재료,078600,전자부품 제조업,PDP격벽재료등,2004-12-10,12월,"임일지,임중규(각자대표)",http://www.daejoo.co.kr,경기도,KOSDAQ:078600
코스닥,텔레칩스,054450,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩",2004-12-10,12월,이장규,http://www.telechips.com,서울특별시,KOSDAQ:054450
코스닥,HB테크놀러지,078150,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도,KOSDAQ:078150
코스닥,도이치모터스,067990,자동차 판매업,"자동공구교환기,가공전용기",2004-12-03,12월,권오수,http://www.deutschmotors.com,서울특별시,KOSDAQ:067990
코스닥,토비스,051360,영상 및 음향기기 제조업,Gaming모니터,2004-11-19,12월,"김 용 범, 하 희 조",http://www.tovism.com,인천광역시,KOSDAQ:051360
코스닥,태양씨앤엘,072520,전자부품 제조업,휴대폰윈도우,2004-10-29,12월,"방헌균, 강덕신",http://ty-cnl.com,대구광역시,KOSDAQ:072520
코스닥,국일제지,078130,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,12월,변종경,http://www.kukilpaper.co.kr,경기도,KOSDAQ:078130
코스닥,DMS,068790,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,http://www.dms21.co.kr,경기도,KOSDAQ:068790
코스닥,일경산업개발,078940,전기 및 통신 공사업,엘리베이터 레일,2004-08-27,12월,김형일,http://www.ilkyung.com,충청남도,KOSDAQ:078940
코스닥,코아로직,048870,반도체 제조업,카메라 어플리케이션 프로세서(CAP),2004-08-13,12월,구자형,http://www.corelogic.co.kr,경기도,KOSDAQ:048870
코스닥,신성델타테크,065350,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품",2004-08-06,12월,구자천,http://www.ssdelta.co.kr,경상남도,KOSDAQ:065350
코스닥,한국경제TV,039340,텔레비전 방송업,"광고수입, 협찬수입",2004-07-30,12월,송재조,http://www.wownet.co.kr,서울특별시,KOSDAQ:039340
코스닥,다날,064260,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,2004-07-23,12월,최병우,http://www.danal.co.kr,경기도,KOSDAQ:064260
코스닥,형지I&C,011080,봉제의복 제조업,남성셔츠,2004-07-02,12월,최혜원,http://www.woosunginc.com,서울특별시,KOSDAQ:011080
코스닥,휘닉스소재,050090,전자부품 제조업,"Metal Paste, Solder Ball",2004-06-29,12월,"홍석규, 고승범 각자대표",http://www.phoenixmaterials.kr,경상북도,KOSDAQ:050090
코스닥,코엔텍,029960,폐기물 처리업,산업폐기물 소각/매립처리,2004-06-18,12월,이민석,http://www.koentec.co.kr,울산광역시,KOSDAQ:029960
코스닥,와이비엠넷,057030,교육지원 서비스업,"온라인교육, 수수료수입 등",2004-06-08,12월,이동현,http://www.ybmsisa.com,경기도,KOSDAQ:057030
코스닥,CS,065770,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,"최규훈, 최규백",http://www.cs-holdings.co.kr,경기도,KOSDAQ:065770
코스닥,아미노로직스,074430,기타 전문 도매업,DVR용 영상처리 칩,2004-06-04,12월,"오장석,오성석",http://www.aminologics.co.kr,서울특별시,KOSDAQ:074430
코스닥,한컴지엠디,077280,소프트웨어 개발 및 공급업,TFT-LCD용 ASIC,2004-06-02,12월,김현수,http://www.dawintech.com,경기도,KOSDAQ:077280
코스닥,테라젠이텍스,066700,의약품 제조업,"Loading/Unloading System, PCB Bonding System",2004-05-27,12월,"고진업, 류병환, 황태순",http://www.thera-gen.com,경기도,KOSDAQ:066700
코스닥,디에이피,066900,전자부품 제조업,Build-Up PCB(인쇄회로기판),2004-05-14,12월,"권오일, 최봉윤",http://www.dapmc.co.kr,경기도,KOSDAQ:066900
코스닥,한양디지텍,078350,반도체 제조업,메모리 모듈,2004-05-14,12월,김윤상,http://www.hanyangdgt.com,경기도,KOSDAQ:078350
코스닥,동국알앤에스,075970,기타 비금속 광물제품 제조업,"내화물, 페라이트, 세라믹",2004-02-13,12월,이강학,http://www.dkref.co.kr,경상남도,KOSDAQ:075970
코스닥,라이트론,069540,통신 및 방송 장비 제조업,"광가입자용 광송수신모듈, CATV/이동통신용 광부품",2004-02-13,12월,"오중건,임영규,최병훈",http://www.lightron.co.kr,대전광역시,KOSDAQ:069540
코스닥,디비케이,073190,가구 제조업,사무용 및 가정용 의자,2004-02-06,12월,정관영,http://duoback.co.kr,인천광역시,KOSDAQ:073190
코스닥,삼진엘앤디,054090,전자부품 제조업,"몰드프레임, TFT-LCD BLU",2004-02-06,12월,"이경재,이명종",http://samjin.co.kr,경기도,KOSDAQ:054090
코스닥,에스텍파마,041910,의약품 제조업,원료의약품,2004-02-06,12월,김재철,http://www.estechpharma.com,경기도,KOSDAQ:041910
코스닥,넥센테크,073070,자동차 신품 부품 제조업,자동차용 와이어링 하네스,2004-01-28,12월,김정훈,http://www.nexentech.co.kr,울산광역시,KOSDAQ:073070
코스닥,스포츠서울,039670,"서적, 잡지 및 기타 인쇄물 출판업",신문사업(스포츠ㆍ연예 전문 일간지),2004-01-16,03월,유지환,http://www.sportsseoul.com,서울특별시,KOSDAQ:039670
코스닥,세진티에스,067770,전자부품 제조업,TFT-LCD용 광기능성 시트,2004-01-09,12월,김인식,http://www.sejints.co.kr,경기도,KOSDAQ:067770
코스닥,한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업통신 및 무선인터넷,2004-01-08,12월,박상준,http://www.hansolinticube.com,서울특별시,KOSDAQ:070590
코스닥,삼원테크,073640,기타 금속 가공제품 제조업,유압용 관이음쇠,2004-01-06,12월,이택우,http://www.samwon-tech.com,경상남도,KOSDAQ:073640
코스닥,에이티테크놀러지,073570,특수 목적용 기계 제조업,Wafer Burn In Test 장비,2004-01-06,12월,변익성,http://www.at-tech.co.kr,충청남도,KOSDAQ:073570
코스닥,우주일렉트로,065680,전자부품 제조업,정보통신용 초정밀커넥터,2004-01-02,12월,노영백,http://www.uju.com,경기도,KOSDAQ:065680
코스닥,토필드,057880,영상 및 음향기기 제조업,셋톱박스(디지털위성방송수신기),2003-12-29,12월,"서문동군, 오성록 각자대표",http://www.topfield.co.kr,경기도,KOSDAQ:057880
코스닥,아이리버,060570,영상 및 음향기기 제조업,휴대용 MP3 Player,2003-12-19,12월,이정호,http://www.iriver.co.kr,서울특별시,KOSDAQ:060570
코스닥,아프리카TV,067160,소프트웨어 개발 및 공급업,미디어플랫폼,2003-12-19,12월,서수길,http://corp.afreecatv.com,경기도,KOSDAQ:067160
코스닥,투윈글로벌,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업",DVD타이틀,2003-12-19,12월,양범준,http://www.towin-global.com,서울특별시,KOSDAQ:066410
코스닥,원익QnC,074600,유리 및 유리제품 제조업,석영유리가공제품,2003-12-12,12월,임창빈,http://www.wonikquartz.com,경상북도,KOSDAQ:074600
코스닥,로체시스템즈,071280,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도,KOSDAQ:071280
코스닥,에버다임,041440,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업",2003-11-14,12월,전병찬,http://www.everdigm.com,충청북도,KOSDAQ:041440
코스닥,에스텍,069510,영상 및 음향기기 제조업,스피커 및 스피커시스템,2003-11-14,12월,오인용,http://www.estec.co.kr,경상남도,KOSDAQ:069510
코스닥,오텍,067170,기타 금융업,"냉동 및 내장탑차, 앰블란스",2003-11-14,12월,강성희,http://www.autech.co.kr,충청남도,KOSDAQ:067170
코스닥,키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업",멀티미디어 SI,2003-11-14,12월,"신필순, 배성웅 (각자 대표이사)",http://www.keyeast.co.kr,서울특별시,KOSDAQ:054780
코스닥,중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업,동물용백신,2003-10-31,12월,윤인중,http://www.cavac.co.kr,대전광역시,KOSDAQ:072020
코스닥,휴비츠,065510,의료용 기기 제조업,"자동검안기, 자동렌즈미터",2003-10-31,12월,김현수,http://www.huvitz.com,경기도,KOSDAQ:065510
코스닥,우리산업홀딩스,072470,기타 금융업,HVAC ACTUATOR (자동차 공조장치 부품 등),2003-10-28,12월,김명준,http://www.woory.com,경기도,KOSDAQ:072470
코스닥,디지털대성,068930,일반 교습 학원,대성N스쿨 (교육 프랜차이즈),2003-10-17,12월,김희선,http://www.digitaldaesung.com,서울특별시,KOSDAQ:068930
코스닥,코스온,069110,기타 화학제품 제조업,화장품,2003-10-14,12월,이동건,http://coson.co.kr,서울특별시,KOSDAQ:069110
코스닥,유아이디,069330,전자부품 제조업,STN LCD GLASS(연마),2003-08-18,12월,박종수 (대표이사),http://www.uidkorea.co.kr,세종특별자치시,KOSDAQ:069330
코스닥,티씨케이,064760,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품,2003-08-18,12월,"쯔지 마사후미, 박영순 (각자대표)",http://www.tck.co.kr,경기도,KOSDAQ:064760
코스닥,아모텍,052710,전자부품 제조업,"칩바리스터, 아몰퍼스코어",2003-08-01,12월,"김병규, 정준환 (각자 대표이사)",http://www.amotech.co.kr,인천광역시,KOSDAQ:052710
코스닥,웰크론,065950,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,http://www.welcron.com,서울특별시,KOSDAQ:065950
코스닥,파워로직스,047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",휴대폰 배터리 등 2차전지용 보호회로,2003-07-25,12월,김원남,http://www.powerlogics.co.kr,충청북도,KOSDAQ:047310
코스닥,신스타임즈,056000,소프트웨어 개발 및 공급업,MP3 Player,2003-07-11,12월,"박남규, 왕빈(wang bin) (각자대표)",http://www.cowon.com,서울특별시,KOSDAQ:056000
코스닥,이라이콤,041520,전자부품 제조업,TFT-LCD용 Back Light Unit,2003-07-04,12월,"김중헌,김성익",http://www.e-litecom.com,경기도,KOSDAQ:041520
코스닥,큐브스,065560,기타 전문 도매업,지리정보 소프트웨어,2003-07-01,12월,"정상훈, 안성호 (각자 대표이사)",http://www.sundosoft.com,서울특별시,KOSDAQ:065560
코스닥,홈캐스트,064240,영상 및 음향기기 제조업,디지털 셋톱박스,2003-06-11,12월,권영철,http://www.homecast.net,서울특별시,KOSDAQ:064240
코스닥,씨씨에스,066790,텔레비전 방송업,케이블TV서비스 및 초고속인터넷서비스,2003-05-30,12월,유희훈,http://www.ccstv.co.kr,충청북도,KOSDAQ:066790
코스닥,웹젠,069080,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',2003-05-23,12월,김태영,http://company.webzen.com,경기도,KOSDAQ:069080
코스닥,대화제약,067080,의약품 제조업,"후로스판, 세파메칠 등",2003-02-14,12월,"노병태, 김은석(각자대표)",http://www.dhpharm.co.kr,강원도,KOSDAQ:067080
코스닥,우수AMS,066590,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2003-02-12,12월,전종인,http://woosu.co.kr,경상남도,KOSDAQ:066590
코스닥,JW신약,067290,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,http://www.cwsy.co.kr,서울특별시,KOSDAQ:067290
코스닥,하츠,066130,가정용 기기 제조업,"레인지후드, 빌트인 기기 등",2003-02-11,12월,김성식,http://www.haatz.co.kr,경기도,KOSDAQ:066130
코스닥,SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트",2003-02-05,12월,유종연,http://www.sbscontentshub.co.kr,서울특별시,KOSDAQ:046140
코스닥,빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자전시스템 장치류,2003-02-05,12월,"박승운, 이용국 (각자대표이사)",http://www.victek.co.kr,경기도,KOSDAQ:065450
코스닥,탑엔지니어링,065130,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치,2003-01-29,12월,"김원남,류도현(공동)",http://www.topengnet.com,경상북도,KOSDAQ:065130
코스닥,이루온,065440,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급,2003-01-28,12월,"이승구, 이영성 (각자 대표이사)",http://eluon.com,경기도,KOSDAQ:065440
코스닥,재영솔루텍,049630,사진장비 및 광학기기 제조업,플라스틱 사출금형,2003-01-24,12월,김학권,http://www.jysolutec.com,인천광역시,KOSDAQ:049630
코스닥,한국큐빅,021650,플라스틱제품 제조업,Curl Fit(표면처리사업),2003-01-24,12월,오봉균,http://www.cubic.co.kr,경기도,KOSDAQ:021650
코스닥,인터플렉스,051370,전자부품 제조업,연성회로기판(Flexible PCB),2003-01-22,12월,이광식,http://www.interflex.co.kr,경기도,KOSDAQ:051370
코스닥,메디프론,065650,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,김영호,http://medifon.com,서울특별시,KOSDAQ:065650
코스닥,삼영이엔씨,065570,통신 및 방송 장비 제조업,"GMDSS장비, GPS플로터 등",2003-01-21,12월,황원,http://www.samyungenc.com,부산광역시,KOSDAQ:065570
코스닥,브레인콘텐츠,066980,기타 정보 서비스업,TFT-LCD용 광기능성 필름,2003-01-17,12월,장대용,http://www.braincontents.kr,서울특별시,KOSDAQ:066980
코스닥,리더스코스메틱,016100,기타 화학제품 제조업,화장품,2003-01-15,12월,김진구,http://www.leaderscosmetics.com,서울특별시,KOSDAQ:016100
코스닥,바이오빌,065940,기초 화학물질 제조업,"착색제, 잉크 등",2003-01-07,12월,"이종설, 최영석(각자대표)",http://www.pkfc.co.kr,경상남도,KOSDAQ:065940
코스닥,케이피엠테크,042040,기타 화학제품 제조업,"표면처리약품, 전자동 도금설비",2003-01-07,12월,이청균,http://www.kpmtech.co.kr,경기도,KOSDAQ:042040
코스닥,엘앤에프,066970,일차전지 및 축전지 제조업,TFT-LCD BLU(Back Light Unit),2003-01-02,12월,"이봉원,최수안",http://www.landf.co.kr,대구광역시,KOSDAQ:066970
코스닥,디스플레이텍,066670,전자부품 제조업,LCD Module,2002-12-30,12월,박윤민,http://www.displaytech.co.kr,경기도,KOSDAQ:066670
코스닥,와이오엠,066430,기타 전문 도매업,"VCI,LDPE필름 외",2002-12-24,12월,염현규,http://www.yopticsm.com,부산광역시,KOSDAQ:066430
코스닥,초록뱀,047820,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김상헌,조형진 (각자대표이사)",http://www.chorokbaem.com,서울특별시,KOSDAQ:047820
코스닥,에프앤리퍼블릭,064090,통신 및 방송 장비 제조업,CCTV CAMERA 등,2002-12-17,12월,오창근,http://www.huviron.com,경기도,KOSDAQ:064090
코스닥,쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품,2002-12-13,12월,정명준,http://cbt.co.kr,경기도,KOSDAQ:049960
코스닥,능률교육,053290,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,2002-12-10,12월,황도순,http://www.neungyule.com,서울특별시,KOSDAQ:053290
코스닥,바른전자,064520,반도체 제조업,"메모리 카드, 스마트 카드 등",2002-12-04,12월,김태섭,http://www.bec.co.kr,경기도,KOSDAQ:064520
코스닥,KG이니시스,035600,소프트웨어 개발 및 공급업,전자지불서비스,2002-11-22,12월,권오흠(단독 대표이사),http://www.inicis.com,경기도,KOSDAQ:035600
코스닥,넥스트BT,065170,음·식료품 및 담배 도매업,건강보조식품 등,2002-11-19,12월,문 원 국,http://www.nrdglobal.com,충청북도,KOSDAQ:065170
코스닥,파라다이스,034230,유원지 및 기타 오락관련 서비스업,카지노,2002-11-05,12월,박병룡,http://www.paradise.co.kr,서울특별시,KOSDAQ:034230
코스닥,젬백스테크놀러지,041590,전자부품 제조업,액정표시장치(모듈),2002-11-01,12월,"김상재, 서영운(각자 대표이사)",http://www.hnhglobalresource.com,대전광역시,KOSDAQ:041590
코스닥,새로닉스,042600,전자부품 제조업,"광학시트, FFC",2002-10-01,12월,허제홍,http://www.seronics.co.kr,경상북도,KOSDAQ:042600
코스닥,오리엔트정공,065500,자동차 신품 부품 제조업,"하우징, 리테이너베어링",2002-09-19,12월,장재진,http://www.orientpi.co.kr,경상북도,KOSDAQ:065500
코스닥,퍼시픽바이오,060900,석유 정제품 제조업,석유 정제품 제조업,2002-09-17,12월,정필묵,http://www.pacificbio.co.kr,서울특별시,KOSDAQ:060900
코스닥,국보디자인,066620,실내건축 및 건축마무리 공사업,인테리어디자인,2002-09-05,12월,황창연,http://www.ikukbo.com,서울특별시,KOSDAQ:066620
코스닥,에스아이리소스,065420,석탄 광업,자카드직물,2002-08-22,12월,박희연,http://www.siresource.co.kr,서울특별시,KOSDAQ:065420
코스닥,와이디온라인,052770,소프트웨어 개발 및 공급업,e-Business Solution & Service,2002-08-22,12월,신상철,http://www.ydonline.co.kr,서울특별시,KOSDAQ:052770
코스닥,필링크,064800,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",Wap Gateway,2002-08-22,12월,"김상재, 서영운",http://www.feelingk.com,서울특별시,KOSDAQ:064800
코스닥,리노스,039980,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",2002-08-13,12월,"이웅상, 김웅 (각자 대표이사)",http://www.leenos.co.kr,서울특별시,KOSDAQ:039980
코스닥,현대아이비티,048410,컴퓨터 및 주변장치 제조업,"LCD모니터, 디지털 사이니지, 바이오 양모제",2002-08-08,12월,오상기,http://www.hyundaiibt.com,경상북도,KOSDAQ:048410
코스닥,에프티이앤이,065160,화학섬유 제조업,빙축열냉방시스템,2002-07-30,12월,박종철,http://www.ftene.com,서울특별시,KOSDAQ:065160
코스닥,에스피지,058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor,2002-07-23,12월,"이준호, 여영길(각자 대표이사)",http://www.spg.co.kr,인천광역시,KOSDAQ:058610
코스닥,토탈소프트,045340,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등),2002-07-19,12월,최장수,http://www.tsb.co.kr,부산광역시,KOSDAQ:045340
코스닥,대진디엠피,065690,고무제품 제조업,고무 및 플라스틱제품 제조업,2002-07-16,12월,박창식,http://www.xleds.co.kr,충청남도,KOSDAQ:065690
코스닥,서호전기,065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",항만크레인 구동전기장치,2002-07-16,12월,김승남,http://www.seoho.co.kr,경기도,KOSDAQ:065710
코스닥,한프,066110,컴퓨터 및 주변장치 제조업,OPC Drum,2002-07-16,12월,김형남,http://www.baiksanopc.co.kr,제주특별자치도,KOSDAQ:066110
코스닥,서울리거,043710,그외 기타 제품 제조업,모바일 주변 기기류,2002-07-11,12월,하은환,http://www.seouleaguer.net,서울특별시,KOSDAQ:043710
코스닥,홈센타홀딩스,060560,기타 금융업,"건축자재,레미콘",2002-07-11,12월,박 병 윤,http://www.home-center.co.kr,대구광역시,KOSDAQ:060560
코스닥,아비코전자,036010,통신 및 방송 장비 제조업,"전자저항기, 전자인덕터",2002-07-03,12월,김창수,http://www.abco.co.kr,경기도,KOSDAQ:036010
코스닥,큐렉소,060280,기타 상품 전문 소매업,"만화단행본, 정기간행물",2002-07-03,12월,이재준,http://www.curexo.com,서울특별시,KOSDAQ:060280
코스닥,제낙스,065620,1차 철강 제조업,"2차전지,금속섬유,스테인레스 와이어",2002-06-27,12월,신이현,http://jenaxinc.com,부산광역시,KOSDAQ:065620
코스닥,이그잭스,060230,전자부품 제조업,화학제품 및 전자재료,2002-06-25,12월,조근호,http://www.exax.co.kr,대구광역시,KOSDAQ:060230
코스닥,옴니텔,057680,소프트웨어 개발 및 공급업,"모바일방송, 모바일컨텐츠",2002-06-18,12월,김상우,http://www.omnitel.co.kr,서울특별시,KOSDAQ:057680
코스닥,우원개발,046940,기반조성 및 시설물 축조관련 전문공사업,토공사,2002-06-18,12월,김기영,http://www.woowonerd.com,서울특별시,KOSDAQ:046940
코스닥,인선이엔티,060150,폐기물 처리업,건축폐기물처리,2002-06-14,12월,"권민석, 이준길",http://www.insun.co.kr,경기도,KOSDAQ:060150
코스닥,전파기지국,065530,전기 통신업,공용기지국건설/관리,2002-06-04,12월,"장석하, 김창곤(각자대표이사)",http://www.krtnet.co.kr,서울특별시,KOSDAQ:065530
코스닥,에프엔씨애드컬쳐,063440,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",2002-05-30,12월,안석준,http://www.fncadc.com,경기도,KOSDAQ:063440
코스닥,지어소프트,051160,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS, Mobile Service",2002-05-28,12월,김영준,http://www.gaeasoft.co.kr,서울특별시,KOSDAQ:051160
코스닥,지엔코,065060,봉제의복 제조업,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)",2002-05-28,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시,KOSDAQ:065060
코스닥,셀루메드,049180,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업",2002-05-23,12월,심영복,http://www.cellumed.co.kr,서울특별시,KOSDAQ:049180
코스닥,KH바텍,060720,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,http://www.khvatec.com,경상북도,KOSDAQ:060720
코스닥,알에프텍,061040,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",2002-05-16,12월,차정운,http://www.rftech.co.kr,경기도,KOSDAQ:061040
코스닥,에스폴리텍,050760,플라스틱제품 제조업,유무선 통신용 소프트웨어,2002-05-16,12월,이혁렬,http://www.spolytech.com,충청북도,KOSDAQ:050760
코스닥,이랜텍,054210,전자부품 제조업,Battery Pack,2002-05-09,12월,이세용,http://www.elentec.co.kr,경기도,KOSDAQ:054210
코스닥,라이브플렉스,050120,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,김병진,http://www.liveplex.co.kr,서울특별시,KOSDAQ:050120
코스닥,케이피티,054410,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment",2002-04-25,12월,임 훈,http://www.kpt4u.com,경기도,KOSDAQ:054410
코스닥,3S,060310,특수 목적용 기계 제조업,반도체 웨이퍼 캐리어,2002-04-23,03월,박종익,http://www.3sref.com,서울특별시,KOSDAQ:060310
코스닥,화일약품,061250,의약품 제조업,의약품 원료,2002-04-18,12월,"조중명,박필준",http://www.hwail.com,경기도,KOSDAQ:061250
코스닥,한진피앤씨,061460,플라스틱제품 제조업,"통기성필름, 판지상자인쇄",2002-04-11,12월,"조점근, 김웅걸",http://www.hanjinpnc.com,충청남도,KOSDAQ:061460
코스닥,오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,2002-04-09,12월,"이극래,이동현(각자대표)",http://www.osangjaiel.co.kr,인천광역시,KOSDAQ:053980
코스닥,농우바이오,054050,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",2002-04-02,12월,최유현,http://www.nongwoobio.co.kr,경기도,KOSDAQ:054050
코스닥,케이엘넷,039420,전기 통신업,EC/EDI,2002-03-12,12월,"강범구, 정지원 (각자 대표이사)",http://www.klnet.co.kr,서울특별시,KOSDAQ:039420
코스닥,에스티아이,039440,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템",2002-02-28,12월,"서인수, 김정영 (각자대표이사)",http://www.stinc.co.kr,경기도,KOSDAQ:039440
코스닥,잉크테크,049550,기타 화학제품 제조업,"잉크젯 프린터용 잉크카트리지, 재충전 잉크",2002-02-28,12월,정광춘,http://www.inktec.com,경기도,KOSDAQ:049550
코스닥,대한뉴팜,054670,의약품 제조업,"동물약품, 인체약품, 유아용품",2002-02-26,12월,배건우,http://www.dhnp.co.kr,경기도,KOSDAQ:054670
코스닥,씨티씨바이오,060590,생활용품 도매업,"동물용항병원성제품, 생균효소제",2002-02-21,12월,"조호연, 우성섭, 성기홍",http://www.ctcbio.com,서울특별시,KOSDAQ:060590
코스닥,인탑스,049070,통신 및 방송 장비 제조업,휴대전화기용부품,2002-02-21,12월,"김근하, 정사진(각자대표)",http://WWW.INTOPS.CO.KR,경기도,KOSDAQ:049070
코스닥,KT서브마린,060370,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무,2002-02-15,12월,윤차현,http://www.ktsubmarine.co.kr,부산광역시,KOSDAQ:060370
코스닥,피씨디렉트,051380,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등",2002-02-15,12월,서대식,http://www.pcdirect.co.kr,서울특별시,KOSDAQ:051380
코스닥,현진소재,053660,기타 금속 가공제품 제조업,선박용 엔진부품,2002-02-15,12월,이창규,http://www.hjmco.co.kr,부산광역시,KOSDAQ:053660
코스닥,구영테크,053270,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,12월,이희화,http://www.guyoungtech.com,대구광역시,KOSDAQ:053270
코스닥,한국기업평가,034950,기타 사업지원 서비스업,"신용평가, 컨설팅, 위험관리솔루션",2002-02-07,12월,김기범,http://www.korearatings.com,서울특별시,KOSDAQ:034950
코스닥,뉴보텍,060260,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",2002-02-05,12월,한거희,http://www.nuvotec.co.kr,강원도,KOSDAQ:060260
코스닥,동양에스텍,060380,1차 철강 제조업,"열연박판, 열연후판, 무늬강판",2002-02-05,12월,조남욱,http://www.dystec.co.kr,대전광역시,KOSDAQ:060380
코스닥,백금T&A,046310,통신 및 방송 장비 제조업,레이더디텍터,2002-02-05,12월,임학규,http://www.bgtna.com,경기도,KOSDAQ:046310
코스닥,크레아플래닛,058530,특수 목적용 기계 제조업,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)",2002-02-05,12월,임병진,http://www.equisnzaroo.com,경기도,KOSDAQ:058530
코스닥,고려신용정보,049720,기타 사업지원 서비스업,"채권추심, 신용조사",2002-01-31,12월,박종진 단독대표,http://www.koryoinfo.co.kr,서울특별시,KOSDAQ:049720
코스닥,제일바이오,052670,의약품 제조업,동물사료첨가제,2002-01-24,12월,심광경,http://www.cheilbio.com,경기도,KOSDAQ:052670
코스닥,서울반도체,046890,반도체 제조업,"Display, Chip LED, Lamp",2002-01-17,12월,이정훈,http://www.seoulsemicon.co.kr,경기도,KOSDAQ:046890
코스닥,아가방컴퍼니,013990,생활용품 도매업,유아용 의류 및 용품,2002-01-17,12월,신상국,http://www.agabang.com,서울특별시,KOSDAQ:013990
